date,region,product,units_sold,unit_price,revenue
2023-06-09,East,Beta,13,35,462.67
2023-06-09,East,Gamma,20,50,1072.78
2023-06-09,West,Alpha,1,20,20.26
2023-06-09,West,Beta,24,35,874.7
2023-06-09,West,Gamma,22,50,1141.98
2023-06-10,North,Alpha,10,20,217.73
2023-06-10,North,Beta,18,35,678.3
2023-06-10,North,Gamma,17,50,864.84
2023-06-10,South,Alpha,24,20,485.24
2023-06-10,South,Beta,27,35,945.43
2023-06-10,South,Gamma,8,50,412.3
2023-06-10,East,Alpha,21,20,424.11
2023-06-10,East,Beta,16,35,552.43
2023-06-10,East,Gamma,23,50,1191.01
2023-06-10,West,Alpha,14,20,291.72
2023-06-10,West,Beta,19,35,663.75
2023-06-10,West,Gamma,18,50,974.07
2023-06-11,North,Alpha,17,20,323.16
2023-06-11,North,Beta,17,35,599.98
2023-06-11,North,Gamma,16,50,855.34
2023-06-11,South,Alpha,26,20,536.53
2023-06-11,South,Beta,16,35,538.22
2023-06-11,South,Gamma,33,50,1708.47
2023-06-11,East,Alpha,18,20,374.59
2023-06-11,East,Beta,40,35,1421.0
2023-06-11,East,Gamma,36,50,1925.81
2023-06-11,West,Alpha,22,20,433.5
2023-06-11,West,Beta,13,35,486.11
2023-06-11,West,Gamma,27,50,1436.87
2023-06-12,North,Alpha,25,20,542.11
2023-06-12,North,Beta,16,35,556.07
2023-06-12,North,Gamma,24,50,1158.81
2023-06-12,South,Alpha,21,20,406.84
2023-06-12,South,Beta,25,35,961.88
2023-06-12,South,Gamma,28,50,1401.76
2023-06-12,East,Alpha,20,20,412.54
2023-06-12,East,Beta,13,35,468.63
2023-06-12,East,Gamma,40,50,1962.59
2023-06-12,West,Alpha,9,20,186.42
2023-06-12,West,Beta,19,35,682.21
2023-06-12,West,Gamma,18,50,895.06
2023-06-13,North,Alpha,20,20,400.57
2023-06-13,North,Beta,18,35,656.78
2023-06-13,North,Gamma,14,50,712.56
2023-06-13,South,Alpha,17,20,363.66
2023-06-13,South,Beta,21,35,788.85
2023-06-13,South,Gamma,17,50,909.21
2023-06-13,East,Alpha,22,20,424.89
2023-06-13,East,Beta,6,35,207.42
2023-06-13,East,Gamma,19,50,992.75
2023-06-13,West,Alpha,11,20,237.62
2023-06-13,West,Beta,23,35,826.91
2023-06-13,West,Gamma,28,50,1381.26
2023-06-14,North,Alpha,29,20,585.35
2023-06-14,North,Beta,25,35,842.99
2023-06-14,North,Gamma,27,50,1317.73
2023-06-14,South,Alpha,17,20,356.94
2023-06-14,South,Beta,21,35,753.27
2023-06-14,South,Gamma,0,50,0.0
2023-06-14,East,Alpha,33,20,709.0
2023-06-14,East,Beta,22,35,744.01
2023-06-14,East,Gamma,10,50,503.49
2023-06-14,West,Alpha,24,20,497.26
2023-06-14,West,Beta,18,35,659.77
2023-06-14,West,Gamma,17,50,904.0
2023-06-15,North,Alpha,12,20,248.63
2023-06-15,North,Beta,26,35,982.88
2023-06-15,North,Gamma,32,50,1667.31
2023-06-15,South,Alpha,26,20,501.31
2023-06-15,South,Beta,13,35,479.73
2023-06-15,South,Gamma,18,50,870.21
2023-06-15,East,Alpha,17,20,358.49
2023-06-15,East,Beta,24,35,872.56
2023-06-15,East,Gamma,21,50,1003.63
2023-06-15,West,Alpha,12,20,252.57
2023-06-15,West,Beta,17,35,597.89
2023-06-15,West,Gamma,17,50,852.23
2023-06-16,North,Alpha,19,20,414.91
2023-06-16,North,Beta,37,35,1344.89
2023-06-16,North,Gamma,9,50,493.67
2023-06-16,South,Alpha,18,20,346.52
2023-06-16,South,Beta,23,35,861.84
2023-06-16,South,Gamma,39,50,2087.65
2023-06-16,East,Alpha,33,20,702.7
2023-06-16,East,Beta,23,35,868.68
2023-06-16,East,Gamma,16,50,877.35
2023-06-16,West,Alpha,4,20,81.41
2023-06-16,West,Beta,17,35,592.58
2023-06-16,West,Gamma,9,50,451.26
2023-06-17,North,Alpha,24,20,469.22
2023-06-17,North,Beta,19,35,665.09
2023-06-17,North,Gamma,34,50,1684.62
2023-06-17,South,Alpha,27,20,542.08
2023-06-17,South,Beta,19,35,710.82
2023-06-17,South,Gamma,21,50,1143.7
2023-06-17,East,Alpha,11,20,219.57
2023-06-17,East,Beta,11,35,377.74
2023-06-17,East,Gamma,27,50,1326.76
2023-06-17,West,Alpha,30,20,632.01
2023-06-17,West,Beta,24,35,845.0
2023-06-17,West,Gamma,21,50,1089.56
2023-06-18,North,Alpha,36,20,747.2
2023-06-18,North,Beta,18,35,599.16
2023-06-18,North,Gamma,23,50,1164.3
2023-06-18,South,Alpha,13,20,252.82
2023-06-18,South,Beta,12,35,444.96
2023-06-18,South,Gamma,5,50,241.84
2023-06-18,East,Alpha,9,20,177.53
2023-06-18,East,Beta,21,35,705.51
2023-06-18,East,Gamma,20,50,1029.81
2023-06-18,West,Alpha,22,20,474.76
2023-06-18,West,Beta,10,35,379.64
2023-06-18,West,Gamma,13,50,692.55
2023-06-19,North,Alpha,19,20,416.29
2023-06-19,North,Beta,28,35,941.3
2023-06-19,North,Gamma,18,50,951.73
2023-06-19,South,Alpha,22,20,476.06
2023-06-19,South,Beta,16,35,567.42
2023-06-19,South,Gamma,27,50,1314.98
2023-06-19,East,Alpha,17,20,351.59
2023-06-19,East,Beta,27,35,949.15
2023-06-19,East,Gamma,15,50,820.03
2023-06-19,West,Alpha,13,20,276.24
2023-06-19,West,Beta,15,35,545.92
2023-06-19,West,Gamma,13,50,620.44
2023-06-20,North,Alpha,30,20,586.38
2023-06-20,North,Beta,19,35,694.8
2023-06-20,North,Gamma,24,50,1200.56
2023-06-20,South,Alpha,6,20,119.35
2023-06-20,South,Beta,15,35,516.67
2023-06-20,South,Gamma,20,50,1044.53
2023-06-20,East,Alpha,28,20,557.32
2023-06-20,East,Beta,29,35,986.52
2023-06-20,East,Gamma,15,50,813.68
2023-06-20,West,Alpha,25,20,516.59
2023-06-20,West,Beta,20,35,757.99
2023-06-20,West,Gamma,29,50,1390.33
2023-06-21,North,Alpha,12,20,244.26
2023-06-21,North,Beta,23,35,875.93
2023-06-21,North,Gamma,17,50,883.66
2023-06-21,South,Alpha,24,20,498.74
2023-06-21,South,Beta,34,35,1181.12
2023-06-21,South,Gamma,23,50,1239.56
2023-06-21,East,Alpha,8,20,159.19
2023-06-21,East,Beta,8,35,278.41
2023-06-21,East,Gamma,19,50,964.71
2023-06-21,West,Alpha,23,20,504.19
2023-06-21,West,Beta,16,35,599.36
2023-06-21,West,Gamma,25,50,1291.58
2023-06-22,North,Alpha,21,20,439.53
2023-06-22,North,Beta,26,35,881.2
2023-06-22,North,Gamma,27,50,1354.8
2023-06-22,South,Alpha,22,20,426.34
2023-06-22,South,Beta,26,35,926.48
2023-06-22,South,Gamma,29,50,1464.05
2023-06-22,East,Alpha,23,20,497.15
2023-06-22,East,Beta,16,35,608.19
2023-06-22,East,Gamma,5,50,263.75
2023-06-22,West,Alpha,26,20,529.8
2023-06-22,West,Beta,25,35,882.78
2023-06-22,West,Gamma,16,50,777.89
2023-06-23,North,Alpha,20,20,437.82
2023-06-23,North,Beta,11,35,380.23
2023-06-23,North,Gamma,19,50,1010.87
2023-06-23,South,Alpha,14,20,294.23
2023-06-23,South,Beta,23,35,867.47
2023-06-23,South,Gamma,6,50,286.76
2023-06-23,East,Alpha,11,20,238.74
2023-06-23,East,Beta,17,35,589.27
2023-06-23,East,Gamma,11,50,581.63
2023-06-23,West,Alpha,25,20,548.71
2023-06-23,West,Beta,27,35,959.89
2023-06-23,West,Gamma,26,50,1346.46
2023-06-24,North,Alpha,14,20,268.53
2023-06-24,North,Beta,18,35,667.64
2023-06-24,North,Gamma,27,50,1445.99
2023-06-24,South,Alpha,10,20,204.87
2023-06-24,South,Beta,9,35,330.03
2023-06-24,South,Gamma,23,50,1194.68
2023-06-24,East,Alpha,12,20,240.77
2023-06-24,East,Beta,11,35,403.05
2023-06-24,East,Gamma,27,50,1355.17
2023-06-24,West,Alpha,22,20,479.44
2023-06-24,West,Beta,41,35,1514.68
2023-06-24,West,Gamma,26,50,1364.74
2023-06-25,North,Alpha,26,20,531.78
2023-06-25,North,Beta,26,35,879.1
2023-06-25,North,Gamma,10,50,495.38
2023-06-25,South,Alpha,22,20,435.84
2023-06-25,South,Beta,27,35,958.49
2023-06-25,South,Gamma,30,50,1486.31
2023-06-25,East,Alpha,22,20,448.27
2023-06-25,East,Beta,10,35,377.62
2023-06-25,East,Gamma,16,50,772.84
2023-06-25,West,Alpha,23,20,474.6
2023-06-25,West,Beta,19,35,657.67
2023-06-25,West,Gamma,4,50,190.12
2023-06-26,North,Alpha,27,20,570.09
2023-06-26,North,Beta,28,35,986.23
2023-06-26,North,Gamma,21,50,1062.38
2023-06-26,South,Alpha,16,20,345.36
2023-06-26,South,Beta,24,35,801.42
2023-06-26,South,Gamma,25,50,1362.84
2023-06-26,East,Alpha,20,20,418.68
2023-06-26,East,Beta,25,35,844.79
2023-06-26,East,Gamma,14,50,754.34
2023-06-26,West,Alpha,9,20,173.66
2023-06-26,West,Beta,18,35,684.0
2023-06-26,West,Gamma,11,50,575.8
2023-06-27,North,Alpha,32,20,687.19
2023-06-27,North,Beta,2,35,68.37
2023-06-27,North,Gamma,29,50,1464.93
2023-06-27,South,Alpha,22,20,460.51
2023-06-27,South,Beta,21,35,705.73
2023-06-27,South,Gamma,25,50,1297.36
2023-06-27,East,Alpha,16,20,323.06
2023-06-27,East,Beta,15,35,530.78
2023-06-27,East,Gamma,31,50,1607.7
2023-06-27,West,Alpha,6,20,118.27
2023-06-27,West,Beta,16,35,602.02
2023-06-27,West,Gamma,19,50,902.68
2023-06-28,North,Alpha,11,20,236.5
2023-06-28,North,Beta,23,35,835.18
2023-06-28,North,Gamma,30,50,1552.43
2023-06-28,South,Alpha,23,20,462.39
2023-06-28,South,Beta,17,35,608.05
2023-06-28,South,Gamma,18,50,891.11
2023-06-28,East,Alpha,19,20,378.32
2023-06-28,East,Beta,29,35,990.02
2023-06-28,East,Gamma,23,50,1152.11
2023-06-28,West,Alpha,21,20,404.5
2023-06-28,West,Beta,27,35,921.79
2023-06-28,West,Gamma,22,50,1181.75
2023-06-29,North,Alpha,19,20,388.97
2023-06-29,North,Beta,23,35,791.79
2023-06-29,North,Gamma,9,50,482.05
2023-06-29,South,Alpha,24,20,486.0
2023-06-29,South,Beta,35,35,1336.29
2023-06-29,South,Gamma,25,50,1291.08
2023-06-29,East,Alpha,27,20,542.03
2023-06-29,East,Beta,8,35,293.19
2023-06-29,East,Gamma,29,50,1500.01
2023-06-29,West,Alpha,23,20,445.67
2023-06-29,West,Beta,5,35,177.88
2023-06-29,West,Gamma,14,50,699.77
2023-06-30,North,Alpha,35,20,746.83
2023-06-30,North,Beta,28,35,1014.64
2023-06-30,North,Gamma,29,50,1378.81
2023-06-30,South,Alpha,23,20,492.04
2023-06-30,South,Beta,17,35,571.35
2023-06-30,South,Gamma,22,50,1198.17
2023-06-30,East,Alpha,16,20,324.65
2023-06-30,East,Beta,21,35,748.32
2023-06-30,East,Gamma,13,50,641.98
2023-06-30,West,Alpha,42,20,859.27
2023-06-30,West,Beta,18,35,649.85
2023-06-30,West,Gamma,21,50,1082.98
2023-07-01,North,Alpha,18,20,388.46
2023-07-01,North,Beta,30,35,1113.67
2023-07-01,North,Gamma,18,50,876.34
2023-07-01,South,Alpha,3,20,64.74
2023-07-01,South,Beta,21,35,773.39
2023-07-01,South,Gamma,18,50,896.27
2023-07-01,East,Alpha,25,20,541.51
2023-07-01,East,Beta,5,35,178.35
2023-07-01,East,Gamma,20,50,987.55
2023-07-01,West,Alpha,22,20,469.75
2023-07-01,West,Beta,6,35,217.84
2023-07-01,West,Gamma,13,50,641.3
2023-07-02,North,Alpha,29,20,628.47
2023-07-02,North,Beta,24,35,809.42
2023-07-02,North,Gamma,23,50,1101.86
2023-07-02,South,Alpha,37,20,729.68
2023-07-02,South,Beta,6,35,205.46
2023-07-02,South,Gamma,15,50,824.82
2023-07-02,East,Alpha,15,20,317.13
2023-07-02,East,Beta,24,35,869.8
2023-07-02,East,Gamma,24,50,1166.37
2023-07-02,West,Alpha,12,20,245.09
2023-07-02,West,Beta,12,35,454.1
2023-07-02,West,Gamma,22,50,1148.98
2023-07-03,North,Alpha,27,20,568.64
2023-07-03,North,Beta,26,35,951.47
2023-07-03,North,Gamma,13,50,638.75
2023-07-03,South,Alpha,27,20,571.61
2023-07-03,South,Beta,27,35,1023.59
2023-07-03,South,Gamma,18,50,903.6
2023-07-03,East,Alpha,17,20,353.74
2023-07-03,East,Beta,15,35,545.17
2023-07-03,East,Gamma,10,50,513.85
2023-07-03,West,Alpha,24,20,497.22
2023-07-03,West,Beta,8,35,294.31
2023-07-03,West,Gamma,12,50,611.88
2023-07-04,North,Alpha,26,20,537.25
2023-07-04,North,Beta,29,35,988.79
2023-07-04,North,Gamma,14,50,736.5
2023-07-04,South,Alpha,37,20,744.83
2023-07-04,South,Beta,10,35,378.18
2023-07-04,South,Gamma,14,50,697.73
2023-07-04,East,Alpha,22,20,472.74
2023-07-04,East,Beta,20,35,725.76
2023-07-04,East,Gamma,17,50,851.62
2023-07-04,West,Alpha,21,20,436.12
2023-07-04,West,Beta,41,35,1435.03
2023-07-04,West,Gamma,25,50,1265.51
2023-07-05,North,Alpha,20,20,397.6
2023-07-05,North,Beta,29,35,1004.06
2023-07-05,North,Gamma,21,50,1094.57
2023-07-05,South,Alpha,30,20,618.35
2023-07-05,South,Beta,12,35,413.55
2023-07-05,South,Gamma,18,50,883.94
2023-07-05,East,Alpha,24,20,489.8
2023-07-05,East,Beta,25,35,960.67
2023-07-05,East,Gamma,19,50,1019.15
2023-07-05,West,Alpha,19,20,382.53
2023-07-05,West,Beta,32,35,1144.99
2023-07-05,West,Gamma,20,50,1076.44
2023-07-06,North,Alpha,13,20,248.33
2023-07-06,North,Beta,24,35,895.29
2023-07-06,North,Gamma,23,50,1133.44
2023-07-06,South,Alpha,7,20,145.28
2023-07-06,South,Beta,31,35,1150.56
2023-07-06,South,Gamma,19,50,938.5
2023-07-06,East,Alpha,15,20,286.85
2023-07-06,East,Beta,20,35,681.47
2023-07-06,East,Gamma,13,50,693.76
2023-07-06,West,Alpha,38,20,805.24
2023-07-06,West,Beta,9,35,299.45
2023-07-06,West,Gamma,10,50,509.36
2023-07-07,North,Alpha,15,20,304.78
2023-07-07,North,Beta,18,35,601.16
2023-07-07,North,Gamma,24,50,1204.92
2023-07-07,South,Alpha,16,20,315.98
2023-07-07,South,Beta,19,35,652.94
2023-07-07,South,Gamma,16,50,845.29
2023-07-07,East,Alpha,32,20,658.44
2023-07-07,East,Beta,22,35,824.08
2023-07-07,East,Gamma,25,50,1298.51
2023-07-07,West,Alpha,10,20,213.56
2023-07-07,West,Beta,27,35,963.83
2023-07-07,West,Gamma,18,50,886.05
2023-07-08,North,Alpha,3,20,57.24
2023-07-08,North,Beta,26,35,943.16
2023-07-08,North,Gamma,21,50,1128.67
2023-07-08,South,Alpha,26,20,508.27
2023-07-08,South,Beta,19,35,709.34
2023-07-08,South,Gamma,29,50,1421.54
2023-07-08,East,Alpha,24,20,468.17
2023-07-08,East,Beta,19,35,643.95
2023-07-08,East,Gamma,18,50,882.43
2023-07-08,West,Alpha,18,20,353.47
2023-07-08,West,Beta,17,35,573.83
2023-07-08,West,Gamma,26,50,1424.91
2023-07-09,North,Alpha,13,20,272.59
2023-07-09,North,Beta,8,35,273.16
2023-07-09,North,Gamma,18,50,970.1
2023-07-09,South,Alpha,15,20,297.2
2023-07-09,South,Beta,22,35,743.78
2023-07-09,South,Gamma,15,50,777.27
2023-07-09,East,Alpha,26,20,507.03
2023-07-09,East,Beta,24,35,903.99
2023-07-09,East,Gamma,34,50,1706.33
2023-07-09,West,Alpha,12,20,236.73
2023-07-09,West,Beta,10,35,336.73
2023-07-09,West,Gamma,22,50,1201.76
2023-07-10,North,Alpha,28,20,592.94
2023-07-10,North,Beta,21,35,700.66
2023-07-10,North,Gamma,15,50,726.16
2023-07-10,South,Alpha,16,20,345.85
2023-07-10,South,Beta,18,35,679.26
2023-07-10,South,Gamma,18,50,914.77
2023-07-10,East,Alpha,17,20,324.25
2023-07-10,East,Beta,18,35,655.72
2023-07-10,East,Gamma,20,50,1042.51
2023-07-10,West,Alpha,12,20,251.41
2023-07-10,West,Beta,11,35,410.01
2023-07-10,West,Gamma,16,50,834.37
2023-07-11,North,Alpha,25,20,486.68
2023-07-11,North,Beta,14,35,465.74
2023-07-11,North,Gamma,18,50,931.1
2023-07-11,South,Alpha,17,20,358.15
2023-07-11,South,Beta,35,35,1256.72
2023-07-11,South,Gamma,22,50,1178.92
2023-07-11,East,Alpha,31,20,604.01
2023-07-11,East,Beta,31,35,1171.53
2023-07-11,East,Gamma,29,50,1455.04
2023-07-11,West,Alpha,23,20,486.86
2023-07-11,West,Beta,24,35,854.99
2023-07-11,West,Gamma,15,50,771.31
2023-07-12,North,Alpha,29,20,567.95
2023-07-12,North,Beta,26,35,979.99
2023-07-12,North,Gamma,22,50,1089.5
2023-07-12,South,Alpha,15,20,294.13
2023-07-12,South,Beta,23,35,854.24
2023-07-12,South,Gamma,19,50,1006.23
2023-07-12,East,Alpha,23,20,466.9
2023-07-12,East,Beta,17,35,640.33
2023-07-12,East,Gamma,19,50,994.66
2023-07-12,West,Alpha,21,20,446.72
2023-07-12,West,Beta,18,35,609.34
2023-07-12,West,Gamma,18,50,897.65
2023-07-13,North,Alpha,23,20,500.02
2023-07-13,North,Beta,19,35,714.81
2023-07-13,North,Gamma,25,50,1310.76
2023-07-13,South,Alpha,4,20,78.4
2023-07-13,South,Beta,26,35,880.09
2023-07-13,South,Gamma,12,50,603.44
2023-07-13,East,Alpha,25,20,498.84
2023-07-13,East,Beta,22,35,809.32
2023-07-13,East,Gamma,11,50,564.0
2023-07-13,West,Alpha,38,20,815.78
2023-07-13,West,Beta,6,35,230.56
2023-07-13,West,Gamma,13,50,710.46
2023-07-14,North,Alpha,22,20,420.98
2023-07-14,North,Beta,18,35,681.59
2023-07-14,North,Gamma,18,50,936.17
2023-07-14,South,Alpha,20,20,400.46
2023-07-14,South,Beta,30,35,1011.66
2023-07-14,South,Gamma,23,50,1219.11
2023-07-14,East,Alpha,28,20,608.36
2023-07-14,East,Beta,14,35,506.63
2023-07-14,East,Gamma,12,50,636.6
2023-07-14,West,Alpha,14,20,275.75
2023-07-14,West,Beta,16,35,586.53
2023-07-14,West,Gamma,17,50,864.51
2023-07-15,North,Alpha,23,20,453.82
2023-07-15,North,Beta,25,35,859.92
2023-07-15,North,Gamma,19,50,989.99
2023-07-15,South,Alpha,5,20,102.32
2023-07-15,South,Beta,19,35,666.32
2023-07-15,South,Gamma,13,50,656.16
2023-07-15,East,Alpha,19,20,401.81
2023-07-15,East,Beta,16,35,570.96
2023-07-15,East,Gamma,12,50,649.56
2023-07-15,West,Alpha,25,20,527.91
2023-07-15,West,Beta,17,35,622.39
2023-07-15,West,Gamma,10,50,524.02
2023-07-16,North,Alpha,22,20,463.13
2023-07-16,North,Beta,16,35,553.87
2023-07-16,North,Gamma,6,50,299.54
2023-07-16,South,Alpha,8,20,159.16
2023-07-16,South,Beta,7,35,252.8
2023-07-16,South,Gamma,20,50,1061.36
2023-07-16,East,Alpha,33,20,710.4
2023-07-16,East,Beta,20,35,685.52
2023-07-16,East,Gamma,16,50,851.0
2023-07-16,West,Alpha,23,20,489.42
2023-07-16,West,Beta,24,35,844.71
2023-07-16,West,Gamma,17,50,848.2
2023-07-17,North,Alpha,16,20,310.12
2023-07-17,North,Beta,20,35,667.58
2023-07-17,North,Gamma,18,50,865.56
2023-07-17,South,Alpha,18,20,374.54
2023-07-17,South,Beta,26,35,958.78
2023-07-17,South,Gamma,31,50,1702.76
2023-07-17,East,Alpha,10,20,210.65
2023-07-17,East,Beta,12,35,401.28
2023-07-17,East,Gamma,24,50,1300.33
2023-07-17,West,Alpha,22,20,475.37
2023-07-17,West,Beta,30,35,1070.58
2023-07-17,West,Gamma,29,50,1420.53
2023-07-18,North,Alpha,23,20,501.99
2023-07-18,North,Beta,19,35,713.68
2023-07-18,North,Gamma,16,50,847.63
2023-07-18,South,Alpha,24,20,467.26
2023-07-18,South,Beta,7,35,252.76
2023-07-18,South,Gamma,14,50,759.94
2023-07-18,East,Alpha,24,20,519.91
2023-07-18,East,Beta,24,35,814.38
2023-07-18,East,Gamma,27,50,1424.76
2023-07-18,West,Alpha,32,20,639.66
2023-07-18,West,Beta,10,35,347.56
2023-07-18,West,Gamma,21,50,1105.89
2023-07-19,North,Alpha,28,20,551.52
2023-07-19,North,Beta,18,35,654.93
2023-07-19,North,Gamma,21,50,1049.57
2023-07-19,South,Alpha,21,20,442.58
2023-07-19,South,Beta,16,35,592.55
2023-07-19,South,Gamma,21,50,1054.26
2023-07-19,East,Alpha,20,20,425.49
2023-07-19,East,Beta,24,35,920.14
2023-07-19,East,Gamma,15,50,807.89
2023-07-19,West,Alpha,20,20,381.63
2023-07-19,West,Beta,22,35,817.29
2023-07-19,West,Gamma,4,50,190.1
2023-07-20,North,Alpha,16,20,349.31
2023-07-20,North,Beta,35,35,1190.48
2023-07-20,North,Gamma,28,50,1470.78
2023-07-20,South,Alpha,8,20,175.85
2023-07-20,South,Beta,27,35,1019.37
2023-07-20,South,Gamma,27,50,1288.06
2023-07-20,East,Alpha,14,20,297.91
2023-07-20,East,Beta,22,35,845.62
2023-07-20,East,Gamma,33,50,1725.01
2023-07-20,West,Alpha,27,20,550.84
2023-07-20,West,Beta,33,35,1191.6
2023-07-20,West,Gamma,12,50,634.32
2023-07-21,North,Alpha,29,20,593.4
2023-07-21,North,Beta,24,35,836.38
2023-07-21,North,Gamma,20,50,957.07
2023-07-21,South,Alpha,14,20,270.37
2023-07-21,South,Beta,22,35,733.99
2023-07-21,South,Gamma,25,50,1199.86
2023-07-21,East,Alpha,23,20,465.9
2023-07-21,East,Beta,20,35,668.47
2023-07-21,East,Gamma,27,50,1326.17
2023-07-21,West,Alpha,18,20,360.79
2023-07-21,West,Beta,19,35,661.35
2023-07-21,West,Gamma,37,50,1967.91
2023-07-22,North,Alpha,9,20,174.08
2023-07-22,North,Beta,18,35,625.26
2023-07-22,North,Gamma,25,50,1321.47
2023-07-22,South,Alpha,8,20,164.45
2023-07-22,South,Beta,10,35,362.56
2023-07-22,South,Gamma,33,50,1734.92
2023-07-22,East,Alpha,1,20,21.02
2023-07-22,East,Beta,16,35,589.11
2023-07-22,East,Gamma,36,50,1943.79
2023-07-22,West,Alpha,15,20,295.3
2023-07-22,West,Beta,20,35,669.97
2023-07-22,West,Gamma,33,50,1705.92
2023-07-23,North,Alpha,13,20,264.85
2023-07-23,North,Beta,15,35,515.75
2023-07-23,North,Gamma,16,50,860.46
2023-07-23,South,Alpha,14,20,307.69
2023-07-23,South,Beta,9,35,342.34
2023-07-23,South,Gamma,19,50,1044.23
2023-07-23,East,Alpha,19,20,366.24
2023-07-23,East,Beta,27,35,975.31
2023-07-23,East,Gamma,7,50,363.61
2023-07-23,West,Alpha,7,20,143.54
2023-07-23,West,Beta,33,35,1238.98
2023-07-23,West,Gamma,20,50,1066.6
2023-07-24,North,Alpha,20,20,414.09
2023-07-24,North,Beta,21,35,744.65
2023-07-24,North,Gamma,26,50,1325.28
2023-07-24,South,Alpha,8,20,153.34
2023-07-24,South,Beta,20,35,759.34
2023-07-24,South,Gamma,29,50,1472.01
2023-07-24,East,Alpha,16,20,351.91
2023-07-24,East,Beta,21,35,786.56
2023-07-24,East,Gamma,13,50,672.01
2023-07-24,West,Alpha,25,20,530.23
2023-07-24,West,Beta,14,35,524.27
2023-07-24,West,Gamma,27,50,1393.16
2023-07-25,North,Alpha,17,20,323.98
2023-07-25,North,Beta,21,35,797.93
2023-07-25,North,Gamma,32,50,1620.64
2023-07-25,South,Alpha,10,20,208.14
2023-07-25,South,Beta,20,35,665.11
2023-07-25,South,Gamma,25,50,1351.83
2023-07-25,East,Alpha,11,20,232.61
2023-07-25,East,Beta,16,35,589.08
2023-07-25,East,Gamma,14,50,678.47
2023-07-25,West,Alpha,15,20,329.96
2023-07-25,West,Beta,20,35,733.51
2023-07-25,West,Gamma,24,50,1302.2
2023-07-26,North,Alpha,20,20,404.18
2023-07-26,North,Beta,10,35,380.57
2023-07-26,North,Gamma,22,50,1113.97
2023-07-26,South,Alpha,14,20,281.86
2023-07-26,South,Beta,7,35,242.53
2023-07-26,South,Gamma,12,50,659.12
2023-07-26,East,Alpha,19,20,380.63
2023-07-26,East,Beta,17,35,579.26
2023-07-26,East,Gamma,25,50,1293.26
2023-07-26,West,Alpha,22,20,419.35
2023-07-26,West,Beta,16,35,561.69
2023-07-26,West,Gamma,29,50,1464.44
2023-07-27,North,Alpha,22,20,472.27
2023-07-27,North,Beta,11,35,419.45
2023-07-27,North,Gamma,33,50,1781.23
2023-07-27,South,Alpha,17,20,355.55
2023-07-27,South,Beta,12,35,410.22
2023-07-27,South,Gamma,30,50,1455.93
2023-07-27,East,Alpha,14,20,298.3
2023-07-27,East,Beta,9,35,337.77
2023-07-27,East,Gamma,28,50,1395.61
2023-07-27,West,Alpha,3,20,59.45
2023-07-27,West,Beta,18,35,608.92
2023-07-27,West,Gamma,9,50,473.98
2023-07-28,North,Alpha,18,20,352.36
2023-07-28,North,Beta,15,35,574.56
2023-07-28,North,Gamma,22,50,1195.25
2023-07-28,South,Alpha,16,20,337.49
2023-07-28,South,Beta,26,35,930.68
2023-07-28,South,Gamma,20,50,1079.43
2023-07-28,East,Alpha,31,20,669.11
2023-07-28,East,Beta,17,35,643.59
2023-07-28,East,Gamma,17,50,824.2
2023-07-28,West,Alpha,29,20,629.14
2023-07-28,West,Beta,3,35,100.47
2023-07-28,West,Gamma,1,50,48.37
2023-07-29,North,Alpha,16,20,332.57
2023-07-29,North,Beta,1,35,36.17
2023-07-29,North,Gamma,22,50,1206.28
2023-07-29,South,Alpha,16,20,328.13
2023-07-29,South,Beta,18,35,647.06
2023-07-29,South,Gamma,22,50,1107.12
2023-07-29,East,Alpha,8,20,159.75
2023-07-29,East,Beta,19,35,713.9
2023-07-29,East,Gamma,20,50,1049.0
2023-07-29,West,Alpha,9,20,188.67
2023-07-29,West,Beta,19,35,646.77
2023-07-29,West,Gamma,34,50,1777.67
2023-07-30,North,Alpha,22,20,477.69
2023-07-30,North,Beta,16,35,603.21
2023-07-30,North,Gamma,15,50,739.49
2023-07-30,South,Alpha,31,20,636.41
2023-07-30,South,Beta,19,35,646.46
2023-07-30,South,Gamma,23,50,1135.54
2023-07-30,East,Alpha,21,20,442.31
2023-07-30,East,Beta,17,35,576.55
2023-07-30,East,Gamma,20,50,1015.92
2023-07-30,West,Alpha,24,20,479.63
2023-07-30,West,Beta,23,35,832.58
2023-07-30,West,Gamma,21,50,1063.38
2023-07-31,North,Alpha,11,20,232.71
2023-07-31,North,Beta,20,35,710.5
2023-07-31,North,Gamma,23,50,1202.92
2023-07-31,South,Alpha,0,20,0.0
2023-07-31,South,Beta,22,35,788.91
2023-07-31,South,Gamma,32,50,1718.87
2023-07-31,East,Alpha,19,20,414.55
2023-07-31,East,Beta,13,35,456.18
2023-07-31,East,Gamma,21,50,1109.35
2023-07-31,West,Alpha,10,20,197.69
2023-07-31,West,Beta,15,35,563.66
2023-07-31,West,Gamma,5,50,273.44
2023-08-01,North,Alpha,12,20,254.21
2023-08-01,North,Beta,23,35,767.64
2023-08-01,North,Gamma,20,50,962.11
2023-08-01,South,Alpha,36,20,719.62
2023-08-01,South,Beta,34,35,1219.01
2023-08-01,South,Gamma,18,50,932.76
2023-08-01,East,Alpha,10,20,205.74
2023-08-01,East,Beta,24,35,852.42
2023-08-01,East,Gamma,37,50,1890.61
